ip,finger,hash,name,race,background,date,class,justClass,subclass,level,feats,HP,AC,Str,Dex,Con,Int,Wis,Cha,alignment,skills,weapons,spells,castingStat,choices,country,countryCode,processedAlignment,good,lawful,processedRace,processedSpells,processedWeapons,levelGroup,alias
691037,df40f13,5e0e8cf5bce07b02e636fe6fd1c9c483,02badc40,Mountain Dwarf,Soldier,9/9/2018 0:57,Barbarian 10,Barbarian,Path of the Totem Warrior,10,Alert|Polearm Master,65,16,17,14,17,8,10,8,Neutral Good,Athletics|Perception|Survival|Intimidation,Greataxe|Handaxe|Javelin|Spear +2,,Int,,NA,NA,NG,NA,NA,Dwarf,,Greataxe|Handaxe|Javelin|Spear,11-Aug,naughty_blackburn
1f422c3,5.32E+89,ca5a5ad45930cdb5d42ac0e6eae94dd9,cc382dea,Human,Criminal,8/31/2018 1:19,Ranger 10,Ranger,Horizon Walker,10,Lucky,100,17,11,20,18,12,16,14,,Athletics|Stealth|Investigation|Perception|Survival|Deception,Shortsword|Longbow,Protection from Evil and Good*1|Hunters Mark*1|Hail Of Thorns*1|Misty Step*2|Pass Without A Trace*2|Haste*3|Lightning Arrow*3,Wis,fighting style/Archery,NA,NA,,NA,NA,Human,Protection from Evil and Good*1|Hunter's Mark*1|Hail of Thorns*1|Misty Step*2|Pass Without Trace*2|Haste*3|Lightning Arrow*3,Shortsword|Longbow,11-Aug,dazzling_herschel
1f422c3,5.32E+89,5ee260bf7e43140c4181e4c665d3a32e,1c4208a5,Hill Dwarf,Folk Hero,8/30/2018 23:59,Cleric 10,Cleric,Trickery Domain,10,,100,22,16,16,18,13,20,14,lawful neutral,Animal Handling|Insight|Survival|Persuasion,"Warhammer|Crossbow, light",Guidance*0|Toll The Dead*0|Word Of Radiance*0|Spare The Dying*0|Sacred Flame*0|Charm Person*1|Disguise Self*1|Bless*1|Healing Wors*1|Cure Wounds*1|Mirror Image*2|Pass Without Trace*2|Prayer Of Healing*2|Spiritual Weapon*2|Blink*3|Dispel Magic*3|Bestow Curse*3|Mass Healing Word*3|Spirit Guardians*3|Tongues*3|Dimension Door*4|Polymorph*4|Banishment*4|Death Ward*4|Dominate Person*5|Modify Memory*5|Holy Weapon*5|Raise Dead*5|Flame Strike*5,Wis,,NA,NA,LN,NA,NA,Dwarf,Guidance*0|Toll the Dead*0|Word of Radiance*0|Spare the Dying*0|Sacred Flame*0|Charm Person*1|Disguise Self*1|Bless*1|Healing Word*1|Cure Wounds*1|Mirror Image*2|Pass Without Trace*2|Prayer of Healing*2|Spiritual Weapon*2|Blink*3|Dispel Magic*3|Bestow Curse*3|Mass Healing Word*3|Spirit Guardians*3|Tongues*3|Dimension Door*4|Polymorph*4|Banishment*4|Death Ward*4|Dominate Person*5|Modify Memory*5|Holy Weapon*5|Raise Dead*5|Flame Strike*5,"Warhammer|Crossbow, Light",11-Aug,amazing_jones
1f422c3,5.32E+89,292cc37b738080d76ce73dc955d872ad,6c585f45,Human,Acolyte,8/30/2018 22:57,Sorcerer 10,Sorcerer,Shadow Magic,10,Lucky,80,13,11,17,18,13,16,20,,Arcana|Religion|Insight|Intimidation|Persuasion,"Crossbow, light|Dagger",Darkness*2,Cha,metamagic/Twinned Spell*Heightened Spell,NA,NA,,NA,NA,Human,Darkness*2,"Crossbow, Light|Dagger",11-Aug,stupefied_bose
,401e4e5,748b311cb2c37c0987475d5119a18890,7c214c67,Mountain Dwarf,Folk Hero,8/28/2018 3:44,Sorcerer 10,Sorcerer,Divine Soul,10,,72,16,10,12,16,12,12,18,Neutral Good,Arcana|Religion|Animal Handling|Survival,"Crossbow, light|Dagger",Ray of Frost*0|Shocking Grasp*0|Guidance*0|Resistance*0|Message*0|Mage Hand*0|Cure Wounds*1|Shield*1|Guiding Bolt*1|Spiritual Weapon*2|Scorching Ray*2|Revivify*3|Fireball*3|Major Image*3|Banishment*4|Guardian of Faith*4|Wall of Light*5|Insect Plague*5,Cha,metamagic/Twinned Spell*Heightened Spell*Empowered Spell,Canada,CA,NG,NA,NA,Dwarf,Ray of Frost*0|Shocking Grasp*0|Guidance*0|Resistance*0|Message*0|Mage Hand*0|Cure Wounds*1|Shield*1|Guiding Bolt*1|Spiritual Weapon*2|Scorching Ray*2|Revivify*3|Fireball*3|Major Image*3|Banishment*4|Guardian of Faith*4|Wall of Light*5|Insect Plague*5,"Crossbow, Light|Dagger",11-Aug,sweet_shockley
0877a55,cef2c29,3dd32c13a5f862a97e9744caf00a6225,35458a02,Skellington,Hermit,8/23/2018 22:43,Monk 10,Monk,Way of the Sun Soul,10,Sentinel,63,18,8,20,13,8,16,6,Neutral,Acrobatics|Stealth|Religion|Insight|Medicine,Unarmed strike,,Int,,NA,NA,NN,NA,NA,,,Unarmed Strike,11-Aug,ecstatic_poitras
366bc1d,,dfa345f5b1c014345e00e5bbd5b0622b,dbe6c8ab,Human,Urban Bounty Hunter,8/16/2018 17:32,Rogue 10,Rogue,Mastermind,10,Healer,24,15,17,16,15,13,12,9,Neutral,Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,"Dagger|Dagger|Crossbow, light|ScaleDeep Dagger",,Int,expertise/Stealth*Sleight of Hand*Thieves' Tools*Insight,NA,NA,NN,NA,NA,Human,,"Dagger|Dagger|Crossbow, Light|Dagger",11-Aug,serene_fermi
37ef3a9,dda8ede,e65a16d49725702db03f11d7df78a712,0dc44e4e,Half-Orc,Acolyte,8/15/2018 21:28,Cleric 10,Cleric,Nature Domain,10,Heavy Armor Master|Orcish Fury,73,18,18,10,14,12,15,8,Chaotic Neutral,History|Nature|Religion|Insight|Medicine|Intimidation,"Mace|Crossbow, light",Guidance*0|Light*0|Resistance*0|Sacred Flame*0|Spare the Dying*0|Animal Friendship*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Speak with Animals*1|Barkskin*2|Blindness/Deafness*2|Hold Person*2|Spike Growth*2|Beacon of Hope*3|Mass Healing Word*3|Plant Growth*3|Revivify*3|Wind Wall*3|Dominate Beast*4|Freedom of Movement*4|Grasping Vines*4|Stone Shape*4|Greater Restoration*5|Insect Plague*5|Mass Cure Wounds*5|Tree Stride*5,Wis,,NA,NA,CN,NA,NA,Half-Orc,Guidance*0|Light*0|Resistance*0|Sacred Flame*0|Spare the Dying*0|Animal Friendship*1|Cure Wounds*1|Guiding Bolt*1|Healing Word*1|Speak with Animals*1|Barkskin*2|Blindness/Deafness*2|Hold Person*2|Spike Growth*2|Beacon of Hope*3|Mass Healing Word*3|Plant Growth*3|Revivify*3|Wind Wall*3|Dominate Beast*4|Freedom of Movement*4|Grasping Vine*4|Stone Shape*4|Greater Restoration*5|Insect Plague*5|Mass Cure Wounds*5|Tree Stride*5,"Mace|Crossbow, Light",11-Aug,tender_agnesi
a51beb0,a595a22,a5d1d3a6a807057c9cd1d58a0c768375,ae4ac8d5,Dragonborn,Soldier,8/15/2018 13:39,Paladin 10,Paladin,Oath of Vengeance,10,Tough,94,18,18,12,13,10,8,16,,Athletics|Insight|Medicine|Intimidation,Longsword|Javelin,Bane*1|Hunter’s Mark*1|Cure Wounds*1|Thuderous Smite*1|Hold Person*2|Misty Step*2|Cure Wounds*2|Haste*3|Cure Wounds*3,Cha,fighting style/Dueling,NA,NA,,NA,NA,Dragonborn,Bane*1|Hunter's Mark*1|Cure Wounds*1|Thunderous Smite*1|Hold Person*2|Misty Step*2|*|Haste*3|*,Longsword|Javelin,11-Aug,cranky_wu
7f44194,f2e9099,833348173069d6b053a24e41248c3547,9d13fec1,Human,Acolyte,8/12/2018 22:29,Cleric 10,Cleric,Life Domain,10,,88,18,13,14,14,11,17,14,,Religion|Insight|Medicine|Persuasion,"Mace|Crossbow, light",Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5,Wis,,NA,NA,,NA,NA,Human,Bless*1|Cure Wounds*1|Lesser Restoration*2|Spiritual Weapon*2|Beacon of Hope*3|Revivify*3|Death Ward*4|Guardian of Faith*4|Mass Cure Wounds*5|Raise Dead*5,"Mace|Crossbow, Light",11-Aug,hungry_thompson
,5f2afd2,819e1e47b0d01e36fd5d98887e628e68,7c38ca26,Wood Elf,Criminal,8/11/2018 23:34,Rogue 10,Rogue,Swashbuckler,10,Elven Accuracy|Alert,90,16,14,20,14,11,14,17,,Acrobatics|Sleight of Hand|Stealth|Perception|Deception|Performance|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Deception*Sleight of Hand*Persuasion,Canada,CA,,NA,NA,Elf,,Rapier|Shortbow|Dagger,11-Aug,mystifying_hellman
c706d19,,b4b32056642676ff7e2ee248b15cfb0e,bb3cfb67,Protector Aasimar,Sailor,8/7/2018 18:44,Bard 10,Bard,College of Glamour,10,Mobile,88,15,12,18,14,16,17,20,,Athletics|Acrobatics|Perception|Performance|Persuasion,Rapier|Dagger,Vicious Mockery*0|Dancing Lights*0|Charm Person*1|Detect Magic*1|Healing Word*1|Thunderwave*1|Silence*2|Crown Of Madness*2|Invisibility*2|Bestow Curse*3|Leomunds Tiny Hut*3|Nondetection*3|Dimension Door*4|Polymorph*4|Hallucinatory Terrain*4|Planar Binding*5|Seeming*5,Cha,expertise/Performance*Acrobatics*Persuasion*Athletics,United States,US,,NA,NA,Aasimar,Vicious Mockery*0|Dancing Lights*0|Charm Person*1|Detect Magic*1|Healing Word*1|Thunderwave*1|Silence*2|Crown of Madness*2|Invisibility*2|Bestow Curse*3|Leomund's Tiny Hut*3|Nondetection*3|Dimension Door*4|Polymorph*4|Hallucinatory Terrain*4|Planar Binding*5|Seeming*5,Rapier|Dagger,11-Aug,ecstatic_payne
7476045,1fb937e,c8bef5208232cd86d775b00a4ed82e01,418c54e5,Wood Elf,Criminal,8/2/2018 14:05,Rogue 10,Rogue,Assassin,10,Lucky,70,16,8,20,15,10,14,12,,Acrobatics|Sleight of Hand|Stealth|Investigation|Perception|Deception|Persuasion,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Perception,United States,US,,NA,NA,Elf,,Rapier|Shortbow|Dagger,11-Aug,awesome_tu
7476045,1fb937e,edee7d043bb23698fe13d858bf3191f5,343e1717,Human,Outlander,8/2/2018 14:05,Ranger 10,Ranger,Hunter,10,Sharpshooter,70,16,10,20,13,10,16,8,,Athletics|Stealth|Investigation|Insight|Perception|Survival,Shortsword|Longbow,,Wis,fighting style/Archery,United States,US,,NA,NA,Human,,Shortsword|Longbow,11-Aug,zealous_brahmagupta
7476045,1fb937e,c60534d1fd9c862b5e718c291f88fa72,2699bac3,Dragonborn,Acolyte,8/2/2018 14:05,Paladin 10,Paladin,Oath of Vengeance,10,Great Weapon Master,90,16,17,11,16,9,10,14,,Athletics|Religion|Insight|Persuasion,Maul|Greatsword|Javelin,Bane*1|Hunter’s Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3,Cha,fighting style/Great Weapon Fighting,United States,US,,NA,NA,Dragonborn,Bane*1|Hunter's Mark*1|Hold Person*2|Misty Step*2|Haste*3|Protection from Energy*3,Maul|Greatsword|Javelin,11-Aug,cool_kilby
7476045,1fb937e,6717dafd317c881c45d90bfc57115bc3,1a17ded3,Hill Dwarf,Hermit,8/2/2018 4:37,Druid 10,Druid,Circle of the Moon,10,,90,14,10,13,17,10,20,8,,Religion|Insight|Medicine|Perception,Scimitar,,Wis,,United States,US,,NA,NA,Dwarf,,Scimitar,11-Aug,ecstatic_grothendieck
7574089,d5a2d0a,de9e4a51ad6e738a21981328540bb93d,393778bb,Lineage - Mamm,Noble,7/27/2018 1:44,Warlock 10,Warlock,The Hexblade,10,,73,18,10,16,14,11,10,18,true neutral,Arcana|History|Investigation|Persuasion,"Crossbow, light|Dagger|+2 Hex Rapier X2",Mage Hand(race)*0|Eldritch Blast*0|Toll the dead*0|Chill Touch*0|Presti*0|Shield*1|Armor Of Agathys*1|Hellish Rebuke*1|Floating Disk(1/day)*1|Unseen Servant(R)*1|Arcane Lock (1/day)*2|Misty Step*2|Mirror Image*2|Gaseous Form*3|Shadow Of Moil*4|Sickening Radiance*4|Negative energy Flood *5|Far Step*5,Cha,pact boon/Pact of the Blade|eldritch invocations/Eyes of the Rune Keeper*Armor of Shadows*Thirsting Blade*Tomb of Levistus*Improved Pact Weapon,NA,NA,NN,NA,NA,Tiefling,Mage Hand*0|Eldritch Blast*0|Toll the Dead*0|Chill Touch*0|*|Shield*1|Armor of Agathys*1|Hellish Rebuke*1|*|Unseen Servant*1|Arcane Lock*2|Misty Step*2|Mirror Image*2|Gaseous Form*3|Shadow of Moil*4|Sickening Radiance*4|Negative Energy Flood*5|Far Step*5,"Crossbow, Light|Dagger|Rapier",11-Aug,romantic_poitras
,e171cb8,919711b99d9bdbcd55a8f08bc105a65d,5aa50a03,Human,Sage,7/22/2018 20:52,Sorcerer 10,Sorcerer,Shadow Magic,10,Spell Sniper,70,13,8,16,14,12,10,18,,Arcana|History|Insight|Perception|Intimidation,"Crossbow, light|Dagger",Darkness*2,Cha,metamagic/Heightened Spell*Empowered Spell*Quickened Spell,Canada,CA,,NA,NA,Human,Darkness*2,"Crossbow, Light|Dagger",11-Aug,optimistic_stonebraker
46f7fa3,,a32cb9df75a32b9b2b67013cebc6164e,4320a586,Wood Elf,Sage,7/9/2018 15:25,Druid 10,Druid,Circle of the Land,10,Wood Elf Magic|Elven Accuracy,53,16,10,16,10,16,18,10,,Arcana|History|Nature|Medicine|Perception|Survival,Scimitar,Guidance*0|Mold Earth*0|Shape Water*0|Thorn Whip*0|Druidcraft*0|Create Or Destroy Water*1|Healing Word*1|Speak With Animals*1|Barkskin*2|Spider Climb*2|Animal Messenger*2|Skywrite*2|Lesser Restoration*2|Call Lightning*3|Plant Growth*3|Erupting Earth*3|Speak With Plants*3|Locate Animals Or Plants*3|Divination*4|Freedom of Movement*4|Watery Sphere*4|Conjure Woodland Beings*4|Commune with Nature*5|Tree Stride*5|Mass Cure Wounds*5|Wrath Of Nature*5|Greater Restoration*5,Wis,,NA,NA,,NA,NA,Elf,Guidance*0|Mold Earth*0|Shape Water*0|Thorn Whip*0|Druidcraft*0|Create or Destroy Water*1|Healing Word*1|Speak with Animals*1|Barkskin*2|Spider Climb*2|Animal Messenger*2|Skywrite*2|Lesser Restoration*2|Call Lightning*3|Plant Growth*3|Erupting Earth*3|Speak with Plants*3|*|Divination*4|Freedom of Movement*4|Watery Sphere*4|Conjure Woodland Beings*4|Commune with Nature*5|Tree Stride*5|Mass Cure Wounds*5|Wrath of Nature*5|Greater Restoration*5,Scimitar,11-Aug,nifty_williams
46f7fa3,,8ae61457a7bc529eb6ac64f25dfb22da,b1792235,Human,Knight,7/9/2018 14:32,Fighter 10,Fighter,Purple Dragon Knight,10,Sentinel|Mage Slayer|Shield Master,76,18,18,10,14,10,16,10,,History|Animal Handling|Insight|Perception|Performance|Persuasion,Longsword|Handaxe,,Int,fighting style/Protection,NA,NA,,NA,NA,Human,,Longsword|Handaxe,11-Aug,hardcore_kapitsa
46f7fa3,,5ac387765633e2b72ef089f5c522f8c9,9e9b4c34,Mountain Dwarf,Clan Crafter,7/9/2018 14:31,Paladin 10,Paladin,OathBreaker,10,Squat Nimbleness,84,18,17,10,14,12,14,16,,Athletics|History|Insight|Intimidation|Persuasion,Javelin,Hellish Rebuke*1|Inflict Wounds*1|Thunderous Smite*1|Heroism*1|Cure Wounds*1|Protection From Evil And Good*1|Crown of Madness*2|Darkness*2|Zone Of Truth*2|Find Steed*2|Magic Weapon*2|Animate Dead*3|Bestow Curse*3|Remove Curse*3|Elemental Weapon*3,Cha,fighting style/Great Weapon Fighting,NA,NA,,NA,NA,Dwarf,Hellish Rebuke*1|Inflict Wounds*1|Thunderous Smite*1|Heroism*1|Cure Wounds*1|Protection from Evil and Good*1|Crown of Madness*2|Darkness*2|Zone of Truth*2|Find Steed*2|Magic Weapon*2|Animate Dead*3|Bestow Curse*3|Remove Curse*3|Elemental Weapon*3,Javelin,11-Aug,vibrant_brattain
46f7fa3,,133bf4684bc2839598ff6a3ef75674c4,89e6f0d7,Dragonborn,Courtier,7/9/2018 14:07,Sorcerer 10,Sorcerer,Storm Sorcery,10,Dragon Hide|Spell Sniper,42,12,10,14,10,13,12,18,,Arcana|Religion|Insight|Persuasion,Dagger,Control Flames*0|Firebolt*0|Mage Hand*0|Lightning Lure*0|Mending*0|Message*0|Comprehend Languages*1|Mage Armour*1|Suggestion*2|Web*2|Crown Of Madness*2|Counterspell*3|Tongues*3|Major Image*3|Polymorph*4|Sickening Radiance*4|Immolation*5,Cha,metamagic/Subtle Spell*Heightened Spell,NA,NA,,NA,NA,Dragonborn,Control Flames*0|Fire Bolt*0|Mage Hand*0|Lightning Lure*0|Mending*0|Message*0|Comprehend Languages*1|Mage Armor*1|Suggestion*2|Web*2|Crown of Madness*2|Counterspell*3|Tongues*3|Major Image*3|Polymorph*4|Sickening Radiance*4|Immolation*5,Dagger,11-Aug,vigilant_galois
7d5aa2d,5622c87,87d7fb346b68bcde4971de93b58e803a,6cd9db84,Wood Elf,Guild Artisan,7/2/2018 14:31,Wizard 10,Wizard,School of Conjuration,10,Spell Sniper|Elven Accuracy,42,13,10,16,10,15,14,12,,Arcana|Insight|Medicine|Perception|Persuasion,Quarterstaff,,Int,,Canada,CA,,NA,NA,Elf,,Quarterstaff,11-Aug,adoring_euler
944391d,,ef29fcc6bd58bc10524f293db693d414,79138968,Human,Sage,6/2/2018 5:50,Wizard 10,Wizard,School of Necromancy,10,,62,12,11,14,15,20,13,9,,Arcana|History|Religion|Insight,Quarterstaff,Animate Dead*3,Int,,NA,NA,,NA,NA,Human,Animate Dead*3,Quarterstaff,11-Aug,unruffled_clarke
98e273b,83bfc0b,71abcaadd1ca49c714bd9ff996334ecb,a562c3d6,Kenku,Acolyte,5/27/2018 23:21,Cleric 10,Cleric,Grave Domain,10,,73,18,8,18,14,10,18,10,,Stealth|History|Religion|Insight|Medicine|Deception,"Mace|Crossbow, light",Spare the Dying*0|Guidance*0|Light*0|Sacred Flame*0|Word Of Radiance*0|Thaumaturgy*0|Bane*1|False Life*1|Guiding Bolt*1|Bless*1|Gentle Repose*2|Ray of Enfeeblement*2|Spiritual Weapon*2|Revivify*3|Vampiric Touch*3|Spirit Guardians*3|Mss Healing Word*3|Animate Dead*3|Dispel Magic*3|Sending*3|Speak To Dead*3|Glyph Of Warding*3|Blight*4|Death Ward*4|Banishment*4|Divination*4|Antilife Shell*5|Raise Dead*5|Mass Cure Wounds*5|Holy Weapon*5,Wis,,NA,NA,,NA,NA,Kenku,Spare the Dying*0|Guidance*0|Light*0|Sacred Flame*0|Word of Radiance*0|Thaumaturgy*0|Bane*1|False Life*1|Guiding Bolt*1|Bless*1|Gentle Repose*2|Ray of Enfeeblement*2|Spiritual Weapon*2|Revivify*3|Vampiric Touch*3|Spirit Guardians*3|Mass Healing Word*3|Animate Dead*3|Dispel Magic*3|Sending*3|Speak with Dead*3|Glyph of Warding*3|Blight*4|Death Ward*4|Banishment*4|Divination*4|Antilife Shell*5|Raise Dead*5|Mass Cure Wounds*5|Holy Weapon*5,"Mace|Crossbow, Light",11-Aug,loving_tesla
f778cab,497a792,822e41b76e9b3b91dceb2d58657e86da,1f9d5fce,Wood Elf,Hermit,5/26/2018 19:20,Druid 10,Druid,Circle of the Moon,10,,80,16,8,16,14,12,20,8,,Arcana|Religion|Medicine|Perception|Survival,,,Wis,,NA,NA,,NA,NA,Elf,,,11-Aug,nervous_agnesi
f778cab,497a792,d42bf5657501aa70b6340d1ec83103dc,6482b4b4,Mountain Dwarf,Soldier,5/26/2018 18:37,Fighter 10,Fighter,Battle Master,10,Great Weapon Master,116,21,20,10,18,10,11,10,Chaotic Good,Athletics|Perception|Survival|Intimidation,Maul +3|Handaxe|Maul +3 GWM -5,,Int,combat superiority maneuvers/Trip Attack*Riposte*Precision Attack*Lunging Attack*Distracting Strike*Pushing Attack*Disarming Attack|fighting style/Great Weapon Fighting,NA,NA,CG,NA,NA,Dwarf,,Maul|Handaxe|Maul,11-Aug,clever_hawking
f778cab,497a792,8410fedbaf8c6138f234f576fb9ee832,5c8719d7,Half-Orc,Outlander,5/26/2018 17:38,Barbarian 10,Barbarian,Path of the Berserker,10,,119,17,20,14,16,8,10,10,Neutral,Athletics|Nature|Perception|Survival|Intimidation,Flame Greatsword|Shortbow|Javelin|Rage Flame Greatsword|Crit Flame Greatsword|Crit Rage Flame Greatsword,,Int,,NA,NA,NN,NA,NA,Half-Orc,,Greatsword|Shortbow|Javelin|Greatsword|Greatsword|Greatsword,11-Aug,loving_heisenberg
676c538,cd0f455,d69bf059cd855e85c76a1e2ea4138a53,42aa960d,Naga,Mercenary Veteran,5/9/2018 21:48,Fighter 10,Fighter,Cavalier,10,Tavern Brawler,100,18,20,16,18,14,14,13,,Athletics|Acrobatics|Insight|Survival|Persuasion,"Longsword|Crossbow, light",,Int,fighting style/Dueling,Norway,NO,,NA,NA,,,"Longsword|Crossbow, Light",11-Aug,sad_chatterjee
7457bdd,f5b6e44,e0d5afe74eaf2b4a9373635a10bfc8aa,6b41cfab,Tabaxi,Criminal,5/7/2018 2:31,Rogue 10,Rogue,Assassin,10,Alert,73,16,8,20,15,10,13,13,,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Perception*Sleight of Hand*Insight,United States,US,,NA,NA,Tabaxi,,Rapier|Shortbow|Dagger,11-Aug,heuristic_roentgen
20043f9,38a4d66,d2d1baf9b6baad8346529f17a9c9d636,37439342,Rock Gnome,Faction Agent,4/19/2018 18:55,Blood Hunter 10,Blood Hunter,Order of the Mutant,10,Fade Away,84,15,13,16,14,14,12,12,,Acrobatics|Investigation|Religion|Insight|Survival,"Morningstar|Crossbow, Hand",,Int,primal rites/Rite of the Frozen*Rite of the Flame|fighting style/Tunnel Fighter|mutagen formulae/Wariness*Sagacity*Potency*Reconstruction|blood curses/Mutual Suffering*Fallen Puppet*Marked,NA,NA,,NA,NA,Gnome,,"Morningstar|Crossbow, hand",11-Aug,awesome_curran
2587d05,7825ad4,ca19f4da971947aeadf618b7dd94619f,242205,Custom,Custom,8/11/2021 1:53,Ranger 9,Ranger,Horizon Walker,9,Piercer|Grappler|Observant,90,13,13,15,10,10,12,15,,Stealth|Nature|Perception|Survival|Deception,Shortsword|Longbow,Protection from Evil and Good*1|Misty Step*2|Haste*3,Wis,fighting style/Blind Fighting|custom lineage variable trait/Darkvision|optional favored enemy/Favored Enemy|optional natural explorer/Natural Explorer|optional primeval awareness/Primeval Awareness,United States,US,,NA,NA,,Protection from Evil and Good*1|Misty Step*2|Haste*3,Shortsword|Longbow,11-Aug,brave_heyrovsky
2587d05,7825ad4,b04a9658ea99fa37771e156c2a496979,562b7b33,Custom,Custom,8/11/2021 1:27,Fighter 9,Fighter,Champion,9,Sentinel,126,16,20,10,18,10,11,10,,Athletics|Acrobatics|Perception|Survival|Intimidation,Handaxe,,Int,fighting style/Dueling|custom lineage variable trait/Skill,United States,US,,NA,NA,,,Handaxe,11-Aug,fervent_pascal
2587d05,fb96b1b,a62cfe4a614498037987ab89bb91ace2,e2efb598,Half-Elf,Entertainer,8/9/2021 22:52,Sorcerer 9,Sorcerer,Shadow Magic,9,Skill Expert|War Caster,58,11,8,13,15,13,13,18,,Acrobatics|Arcana|History|Deception|Performance|Persuasion,"Crossbow, light|Dagger",Darkness*2,Cha,metamagic/Quickened Spell*Extended Spell|expertise/Arcana,United States,US,,NA,NA,Half-Elf,Darkness*2,"Crossbow, Light|Dagger",11-Aug,festive_moore
e4a52af,36b1e73,fc44936e65e5c52e2032d878ec755bfd,baa80b9f,Half-Orc,Outlander,7/22/2021 19:13,Fighter 9,Fighter,Rune Knight,9,Great Weapon Master|Savage Attacker,87,18,19,10,16,15,8,8,chaotic neutral,Athletics|Insight|Perception|Survival|Intimidation,Longsword|Greataxe Of Hiatia,,Int,fighting style/Great Weapon Fighting,United States,US,CN,NA,NA,Half-Orc,,Longsword|Greataxe,11-Aug,xenodochial_mayer
a4e2d53,2cdf602,f4239dafb1e94454432933f2049dc69d,41d671a0,Tabaxi,Entertainer,7/21/2021 20:40,Rogue 9,Rogue,Swashbuckler,9,Defensive Duelist|Lucky,59,15,9,18,12,11,13,16,,Acrobatics|Sleight of Hand|Stealth|Investigation|Insight|Perception|Deception|Performance,Rapier|Shortbow|Dagger,,Int,expertise/Stealth*Acrobatics*Performance*Deception,United States,US,,NA,NA,Tabaxi,,Rapier|Shortbow|Dagger,11-Aug,hopeful_elgamal
0901c31,719ede8,95ce810f0ebdcffcdd45a4fa814fc328,e2fd71db,Human,City Watch,6/19/2021 0:15,Warlock 9,Warlock,The Celestial,9,Spell Sniper|Observant,66,13,10,14,14,17,14,20,LN,Athletics|Investigation|Insight|Perception|Deception|Persuasion,"Crossbow, light|Club|Dagger",Light*0|Sacred Flame*0|Eldritch Blast*0|Prestiditation*0|Mending*0|Guidance*0|Firebolt*0|Magehand*0|Protecton From Good And Evil*1|Hex*1|Guiding Bolt*1|Cure Wounds*1,Cha,pact boon/Pact of the Tome|eldritch invocations/Devil's Sight*Agonizing Blast*Book of Ancient Secrets*Eyes of the Rune Keeper*Beguiling Influence,United States,US,LN,NA,NA,Human,Light*0|Sacred Flame*0|Eldritch Blast*0|Prestidigitation*0|Mending*0|Guidance*0|Fire Bolt*0|Mage Hand*0|Protection from Evil and Good*1|Hex*1|Guiding Bolt*1|Cure Wounds*1,"Crossbow, Light|Club|Dagger",11-Aug,silly_tesla
bee5c0d,8a2502b,9b8f7d25f4f9c8be5246a169429612b2,0da4a0d3,Lizardfolk,Outlander,5/12/2021 17:09,Fighter 9,Fighter,Eldritch Knight,9,Sentinel,85,17,18,14,16,19,14,8,CN,Athletics|Acrobatics|Stealth|Perception|Survival|Intimidation,Longbow|Longsword +1|Handaxe,Fire Bolt*0|Shield*1|Mirror Image*2,Int,fighting style/Dueling,Netherlands,NL,CN,NA,NA,Lizardfolk,Fire Bolt*0|Shield*1|Mirror Image*2,Longbow|Longsword|Handaxe,11-Aug,heuristic_brahmagupta
bee5c0d,8a2502b,99e04b4c3ac55adeb22f54e6838dc308,c77aba2b,Water Genasi,Hermit,5/12/2021 16:59,Druid 9,Druid,Circle of the Moon,9,Observant,66,16,10,12,14,14,18,12,,Arcana|Nature|Religion|Medicine,Staff of the Python,Guidance*0|Mending*0|Resitance*0|Create or Destroy Water*1|Cure Wounds*1|Goodberry*1|Find Traps*2|Gust of Wind*2|Sleet Storm*3|Wind Wall*3|Conjure Minor Elementals*4|Control Water*4|Conjure Elemental*5,Wis,,Netherlands,NL,,NA,NA,Genasi,Guidance*0|Mending*0|Resistance*0|Create or Destroy Water*1|Cure Wounds*1|Goodberry*1|Find Traps*2|Gust of Wind*2|Sleet Storm*3|Wind Wall*3|Conjure Minor Elementals*4|Control Water*4|Conjure Elemental*5,,11-Aug,relaxed_gauss
